ELEMENT,MOL,RESIDUE_NUM,X,Y,Z
OW,HOH,1401,-3.253540000000001,31.314709999999998,25.88016
HW1,HOH,1401,-4.052192510464242,31.531158101464893,25.39897295008967
HW2,HOH,1401,-3.3248809829945882,30.376091959933174,26.053755313319456
MW,HOH,1401,-3.3649096636342293,31.222263534878643,25.840784546622068
OW,HOH,1402,-7.04763,33.01263,27.552370000000003
HW1,HOH,1402,-7.621323981443677,32.98901069818593,28.318240435541888
HW2,HOH,1402,-6.221871990504876,33.367237298018054,27.881917751239474
MW,HOH,1402,-7.015362763256914,33.05500045688429,27.69259674412844
OW,HOH,1403,-7.65071,33.61571,30.1937
HW1,HOH,1403,-8.244530424075377,32.877684012353654,30.05610149670299
HW2,HOH,1403,-6.782667930917367,33.21703503618314,30.255351348958182
MW,HOH,1403,-7.615606320954924,33.47019856391573,30.183977847942213
OW,HOH,1404,-4.4063,33.61571,26.94929
HW1,HOH,1404,-3.61387062885279,33.466147741191904,26.43360921561546
HW2,HOH,1404,-4.318066289540223,34.51324643802903,27.270034924899306
MW,HOH,1404,-4.293564500354226,33.71145971924875,26.924335858084746
OW,HOH,1405,-10.242370000000001,24.35763,33.01263
HW1,HOH,1405,-11.159642946643764,24.327817054518153,33.284569450865746
HW2,HOH,1405,-9.983489426543557,25.270150844531383,33.14117077634196
MW,HOH,1405,-10.326652167271961,24.470627260949144,33.06389630087653
OW,HOH,1406,-13.966790000000001,26.0438,31.27679
HW1,HOH,1406,-14.896335734081614,25.815559040053195,31.285924651238016
HW2,HOH,1406,-13.534504218383981,25.274843311560403,30.9052159646899
MW,HOH,1406,-14.030445273356925,25.916146669816914,31.230393386007606
OW,HOH,1407,-12.883700000000001,24.96071,33.61571
HW1,HOH,1407,-13.09444117163794,25.189688151547493,34.52090778633764
HW2,HOH,1407,-12.778010510235333,24.009434255223294,33.62718183301869
MW,HOH,1407,-12.89714788272832,24.8682471935462,33.733054770896565
OW,HOH,1408,-8.52121,20.64441,31.28761
HW1,HOH,1408,-7.645979743213925,20.923066057456296,31.01824655120062
HW2,HOH,1408,-8.980676856879663,20.46929973887352,30.46635869176522
MW,HOH,1408,-8.46798726862656,20.65766511121025,31.14799815283258
OW,HOH,1409,-9.581890000000001,21.73406,33.63288
HW1,HOH,1409,-10.032374156460703,22.3797772700313,33.08850072434633
HW2,HOH,1409,-8.68226235177666,21.730302756576936,33.30594114291201
MW,HOH,1409,-9.524394214138155,21.816238628653576,33.521340766555795
OW,HOH,1410,-15.702630000000001,18.897370000000002,33.01263
HW1,HOH,1410,-16.18945579496284,18.36031525709998,32.38749212281819
HW2,HOH,1410,-14.883749030584482,19.106099273591028,32.56306813798849
MW,HOH,1410,-15.660122931424379,18.855340378681667,32.8750554671309
OW,HOH,1411,-16.30571,18.29429,30.3713
HW1,HOH,1411,-17.243207228526444,18.36893909192779,30.19310817280358
HW2,HOH,1411,-16.221977065616432,17.489533023646647,30.882751286546554
MW,HOH,1411,-16.4150021303165,18.200827382041904,30.4139612315722
OW,HOH,1412,-13.061300000000001,18.29429,33.61571
HW1,HOH,1412,-12.779228289719448,19.03604588233763,33.080483026299184
HW2,HOH,1412,-12.51689189627211,18.344512653879203,34.40140985149085
MW,HOH,1412,-12.955500612327963,18.395672807856794,33.647773550312394
OW,HOH,1413,-16.36311,21.52094,33.63288
HW1,HOH,1413,-16.658258808707725,21.99513824661602,32.855538414257474
HW2,HOH,1413,-16.219991927845147,20.625098813848236,33.327564958744446
MW,HOH,1413,-16.382571768529605,21.466964616617357,33.494286889492045
OW,HOH,1414,-10.242370000000001,18.897370000000002,27.552370000000003
HW1,HOH,1414,-10.740557888742408,18.564431992517726,28.29881856291919
HW2,HOH,1414,-10.905662027568816,19.10248716431412,26.893423253390395
MW,HOH,1414,-10.391053442543031,18.881007389916004,27.563571288197046
OW,HOH,1415,-9.63929,18.29429,30.1937
HW1,HOH,1415,-9.937743918236249,18.114694111286575,29.302125518228195
HW2,HOH,1415,-8.923715493605366,17.674799436076192,30.336602783063995
MW,HOH,1415,-9.585893532155833,18.191997293084384,30.097860989841354
OW,HOH,1416,-12.883700000000001,18.29429,26.94929
HW1,HOH,1416,-13.211815717540315,18.648022467765465,27.77600338543147
HW2,HOH,1416,-13.61608046802715,18.38887668647583,26.340265365856315
MW,HOH,1416,-13.019456306639116,18.351680260713483,26.97715678657962
OW,HOH,1417,-13.97422,20.64106,25.890900000000002
HW1,HOH,1417,-14.020957780722531,20.07098081995289,25.123398123240115
HW2,HOH,1417,-13.093793720187463,20.502053171078085,26.23984326118802
MW,HOH,1417,-13.86749781366474,20.550288435729264,25.837319447297105
OW,HOH,1418,-15.702630000000001,24.35763,27.552370000000003
HW1,HOH,1418,-15.492312046054243,23.81421620962115,28.31177447284314
HW2,HOH,1418,-15.258959039795727,25.188723060553297,27.721709561743776
MW,HOH,1418,-15.618911528612548,24.39445641743273,27.67126044172391
OW,HOH,1419,-16.30571,24.96071,30.1937
HW1,HOH,1419,-15.821749531536119,24.484036013418326,29.51931078457574
HW2,HOH,1419,-15.774720358199987,24.863412494584672,30.984154095340806
MW,HOH,1419,-16.175784140513144,24.88723472405833,30.208557704952096
OW,HOH,1420,-16.36311,21.73406,26.93213
HW1,HOH,1420,-16.936289137315168,21.553226269989267,26.18714677949296
HW2,HOH,1420,-15.550308204042464,21.271865515222657,26.727311943106542
MW,HOH,1420,-16.332435408646397,21.651744630371713,26.810543977140323
OW,HOH,1421,-10.242370000000001,33.01263,24.35763
HW1,HOH,1421,-10.455234581996969,32.184725114598116,24.788327570644356
HW2,HOH,1421,-9.307216668541644,32.94871898827344,24.163614907436504
MW,HOH,1421,-10.149908325655183,32.898466805408766,24.38792821276845
OW,HOH,1422,-9.63929,33.61571,21.7163
HW1,HOH,1422,-9.180243185907434,34.26097433947507,22.25401730404857
HW2,HOH,1422,-8.960525667975164,32.99228216557558,21.45775227706329
MW,HOH,1422,-9.493636445605494,33.61850533610392,21.752037074563315
OW,HOH,1423,-12.883700000000001,33.61571,24.96071
HW1,HOH,1423,-11.992218350564329,33.90594393654523,24.767694609688984
HW2,HOH,1423,-12.993052726908797,33.782677200703006,25.896867931177752
MW,HOH,1423,-12.783578061531113,33.674237261699496,25.055841211245703
OW,HOH,1424,-8.5562,31.27679,20.633210000000002
HW1,HOH,1424,-7.977480758245304,30.67746998456486,20.161893325966837
HW2,HOH,1424,-7.9712612093192545,31.778224146067004,21.201228098668523
MW,HOH,1424,-8.407237732314101,31.264259427727865,20.645588949056012
OW,HOH,1425,-13.97422,31.26894,26.0191
HW1,HOH,1425,-14.24118543918902,30.843652114301953,26.834011543332835
HW2,HOH,1425,-13.893257509220122,30.55230343305577,25.389727966854977
MW,HOH,1425,-13.998030621521945,31.122759892743268,26.042851295838233
OW,HOH,1426,-15.702630000000001,27.552370000000003,24.35763
HW1,HOH,1426,-15.933276648566789,27.836776462826613,23.473242266363126
HW2,HOH,1426,-14.947333966445054,28.090956567965705,24.59359501711714
MW,HOH,1426,-15.63546854882669,27.657723037352334,24.2746240690654
OW,HOH,1427,-16.30571,26.94929,21.7163
HW1,HOH,1427,-17.17112515619307,27.32146129423393,21.546675270141513
HW2,HOH,1427,-16.48465410596673,26.089354446320154,22.096715191806407
MW,HOH,1427,-16.439400585750953,26.88685028991513,21.743283722316257
OW,HOH,1428,-13.966790000000001,25.8662,20.633210000000002
HW1,HOH,1428,-13.05551848362031,25.87956066969727,20.925841388850028
HW2,HOH,1428,-14.4010425957417,26.52894428900987,21.170258003605262
MW,HOH,1428,-13.905725822925065,25.95274959192084,20.739418972316148
OW,HOH,1429,-16.36311,30.17594,24.97788
HW1,HOH,1429,-16.304568615894908,29.337552796899292,25.436037875654264
HW2,HOH,1429,-15.753369786646891,30.09191352201336,24.244817434786583
MW,HOH,1429,-16.27756189270788,30.05785991989976,24.942688883011346
OW,HOH,1430,-10.242370000000001,27.552370000000003,18.897370000000002
HW1,HOH,1430,-10.915773759863551,27.046871786622084,19.352587836725863
HW2,HOH,1430,-10.553399883365298,28.456768165194617,18.936924396043764
MW,HOH,1430,-10.368389383525201,27.60343400656046,18.960706815221503
OW,HOH,1431,-12.883700000000001,26.94929,18.29429
HW1,HOH,1431,-13.620176479325139,26.364610061449298,18.115455693287906
HW2,HOH,1431,-12.13621868472234,26.36369903503197,18.415058842250772
MW,HOH,1431,-12.88229124822473,26.799481205031153,18.286856919989123
OW,HOH,1432,-9.581890000000001,30.17594,18.27713
HW1,HOH,1432,-10.33402548502565,29.802501706423918,17.81770841947051
HW2,HOH,1432,-9.033294344475125,29.421595657958775,18.49216571533497
MW,HOH,1432,-9.607945553884145,30.03157021594349,18.245845660739636
OW,HOH,1433,-15.702630000000001,33.01263,18.897370000000002
HW1,HOH,1433,-16.16281555669059,33.81139847852489,18.639613620974373
HW2,HOH,1433,-14.776541130638925,33.21645669492212,18.766838659385392
MW,HOH,1433,-15.642988754854711,33.14097427851198,18.847664487194717
OW,HOH,1434,-16.30571,33.61571,21.5387
HW1,HOH,1434,-16.54358532823175,34.481267842306636,21.87104217538574
HW2,HOH,1434,-16.108145800940616,33.75993256568928,20.613286036470154
MW,HOH,1434,-16.310870310887836,33.7449740752241,21.46277965570643
OW,HOH,1435,-13.061300000000001,33.61571,18.29429
HW1,HOH,1435,-12.11267463278502,33.51072078671495,18.367191245325657
HW2,HOH,1435,-13.348851449686528,32.8549753990714,17.789490140220718
MW,HOH,1435,-12.976674562699543,33.50488690682283,18.23900176649315
OW,HOH,1436,-16.36311,30.38906,18.27713
HW1,HOH,1436,-16.571809620144926,30.554026642101803,19.196620899435672
HW2,HOH,1436,-16.984285839106253,30.929795797720338,17.78929710056169
MW,HOH,1436,-16.469344071231564,30.479398426597168,18.332387431953432
OW,HOH,1437,-1.58737,24.35763,24.35763
HW1,HOH,1437,-2.2954828701172523,24.922963327627883,24.666198584997723
HW2,HOH,1437,-1.1282890475544305,24.883699449288763,23.702862896346584
MW,HOH,1437,-1.6192490900320613,24.497342723219834,24.313312412726944
OW,HOH,1438,-0.9842900000000014,24.96071,21.7163
HW1,HOH,1438,-1.2435864044249756,25.767536027382636,21.271297365861475
HW2,HOH,1438,-0.9796625838154559,25.190038840599524,22.645609859136734
MW,HOH,1438,-1.016890703076121,25.093350324310197,21.778297167966443
OW,HOH,1439,-3.3232100000000013,26.0438,20.633210000000002
HW1,HOH,1439,-3.273661301846331,25.324068826821183,20.004112611382055
HW2,HOH,1439,-2.7450587530761834,26.7167817486003,20.273954878907325
MW,HOH,1439,-3.2428568338302446,26.037815509622142,20.506688954284012
OW,HOH,1440,-0.9268900000000002,21.73406,24.97788
HW1,HOH,1440,-1.105278237982565,22.01235880684853,25.876186888794784
HW2,HOH,1440,-0.5684833117517021,20.850967889455596,25.066920475139792
MW,HOH,1440,-0.9038454664433826,21.656639160295722,25.104272374929568
OW,HOH,1441,-3.253540000000001,20.595290000000002,26.02984
HW1,HOH,1441,-3.2554767593879252,21.140082488031073,26.816883180802673
HW2,HOH,1441,-2.368595998897844,20.6869376633505,25.676709449331128
MW,HOH,1441,-3.1405044195782095,20.67676201802727,26.085386051813007
OW,HOH,1442,-7.04763,18.897370000000002,24.35763
HW1,HOH,1442,-6.512850036513781,19.63187155665605,24.658887499198805
HW2,HOH,1442,-6.565290616494168,18.539052534790347,23.61251555231767
MW,HOH,1442,-6.917426452040096,18.945526102366205,24.300810955460026
OW,HOH,1443,-7.65071,18.29429,21.7163
HW1,HOH,1443,-8.607266105072375,18.293293374513848,21.68127374718295
HW2,HOH,1443,-7.378979393059461,18.58400496427811,20.845407593083358
MW,HOH,1443,-7.73837592618051,18.33124943075213,21.60033148164546
OW,HOH,1444,-4.4063,18.29429,24.96071
HW1,HOH,1444,-4.535554449590589,18.935648658309667,25.659415814182378
HW2,HOH,1444,-3.6325106535621865,17.799129838746193,25.22960775314504
MW,HOH,1444,-4.323791756890023,18.313005171508017,25.084574930754947
OW,HOH,1445,-8.7338,20.633210000000002,20.633210000000002
HW1,HOH,1445,-9.269268997827973,21.426565095912476,20.62352819465089
HW2,HOH,1445,-8.68004760653194,20.368729418963806,19.714848674240248
MW,HOH,1445,-8.795465537268901,20.70091231877519,20.51440928237769
OW,HOH,1446,-1.58737,18.897370000000002,18.897370000000002
HW1,HOH,1446,-0.8670560790705784,18.295861463745737,19.085950695800317
HW2,HOH,1446,-1.1606756644821943,19.68310358531061,18.55562424603669
MW,HOH,1446,-1.440539104520141,18.920953028954436,18.877763024618712
OW,HOH,1447,-0.9842900000000014,18.29429,21.5387
HW1,HOH,1447,-0.056099410098666036,18.432185946866966,21.34981630891928
HW2,HOH,1447,-1.0339333460952371,17.391000984439504,21.851474803742594
MW,HOH,1447,-0.8718253531203259,18.196310452739855,21.554559557166993
OW,HOH,1448,-4.2287,18.29429,18.29429
HW1,HOH,1448,-4.194533701203193,17.817022125724392,19.12331420556397
HW2,HOH,1448,-5.159569130328373,18.469524446859644,18.1564409048434
MW,HOH,1448,-4.343488781155703,18.255626077257453,18.38276875315985
OW,HOH,1449,-0.9268900000000002,21.52094,18.27713
HW1,HOH,1449,-1.6927547112659203,22.04377603736264,18.514482684569824
HW2,HOH,1449,-1.0768652194403414,21.276459036048117,17.363908173487417
MW,HOH,1449,-1.0441285607391653,21.556572807750538,18.19061059547013
OW,HOH,1450,-7.04763,24.35763,18.897370000000002
HW1,HOH,1450,-7.641448039461987,24.201432510778613,18.16305884471877
HW2,HOH,1450,-6.90929304692785,25.304781925684505,18.89685873994509
MW,HOH,1450,-7.105937074437205,24.458881710732555,18.803303865204537
OW,HOH,1451,-4.4063,24.96071,18.29429
HW1,HOH,1451,-3.890359680833428,25.22418891863283,17.532311089337526
HW2,HOH,1451,-4.0989497051365325,24.07749130200658,18.49846246499504
MW,HOH,1451,-4.300908868402897,24.881375831081403,18.222884045019804
OW,HOH,1452,-7.708110000000001,21.73406,18.27713
HW1,HOH,1452,-7.446237212981126,20.91794391215585,17.850961313467398
HW2,HOH,1452,-6.889756713335159,22.10688966192079,18.605053091588374
MW,HOH,1452,-7.569828029640908,21.67731398923108,18.264553378514037
OW,HOH,1453,-5.9148700000000005,20.03013,31.87987
HW1,HOH,1453,-5.03031548149345,19.89098729388998,31.541580028191746
HW2,HOH,1453,-6.104913622466378,20.947727722204455,31.68459260380409
MW,HOH,1453,-5.825964226032899,20.12978163411986,31.81156693940517
OW,HOH,1454,-5.31179,20.633210000000002,34.5212
HW1,HOH,1454,-4.914170983117376,19.762544155088957,34.529569487357605
HW2,HOH,1454,-5.48875541247814,20.825085634324303,35.44212192499641
MW,HOH,1454,-5.283543676450487,20.54631666344101,34.64016051268221
OW,HOH,1455,-5.254390000000001,17.406560000000002,31.259619999999998
HW1,HOH,1455,-5.662201323713311,17.266439496146013,30.405048919017908
HW2,HOH,1455,-4.666280438414514,16.65948778629205,31.370269399805075
MW,HOH,1455,-5.23130965025412,17.29298862817194,31.164389049394256
OW,HOH,1456,-14.569870000000002,28.68513,31.87987
HW1,HOH,1456,-14.830665245262283,29.440931251371467,32.40616700300678
HW2,HOH,1456,-13.630594566683534,28.593772767323664,32.04003785977808
MW,HOH,1456,-14.483016350065599,28.770186850910065,31.96774578463503
OW,HOH,1457,-13.966790000000001,29.28821,34.5212
HW1,HOH,1457,-14.848599002148529,29.373368186041677,34.15872079331374
HW2,HOH,1457,-13.880196706753559,28.357092146150052,34.72553083028904
MW,HOH,1457,-14.068587205017,29.17991695601715,34.500955099761
OW,HOH,1458,-17.2112,29.28821,31.27679
HW1,HOH,1458,-16.614867287597782,28.83697536459964,31.874291207642386
HW2,HOH,1458,-17.349024401601675,28.667601785036528,30.561194653422763
MW,HOH,1458,-17.15250540431476,29.151001183369438,31.26167252541055
OW,HOH,1459,-2.720130000000001,23.224870000000003,31.87987
HW1,HOH,1459,-2.3529543613159625,24.082778013021677,31.666806130350157
HW2,HOH,1459,-3.256512848088012,23.379772240678435,32.657382586528215
MW,HOH,1459,-2.741790564288691,23.35452193202933,31.9521262458342
OW,HOH,1460,-3.3232100000000013,22.62179,34.5212
HW1,HOH,1460,-2.3857197716325884,22.434066571618636,34.5670023345733
HW2,HOH,1460,-3.661809568737624,21.997830466331447,33.87913127611228
MW,HOH,1460,-3.2465447699515773,22.517884787902673,34.44487070821377
OW,HOH,1461,-0.07880000000000109,22.62179,31.27679
HW1,HOH,1461,-0.6324615291744984,22.68203540121802,32.05528551729232
HW2,HOH,1461,-0.03500558499297207,21.68495152997416,31.085366009617832
MW,HOH,1461,-0.1440691421601689,22.509575511097225,31.35194223846247
OW,HOH,1462,-11.37513,31.87987,31.87987
HW1,HOH,1462,-11.16882568850698,32.81430950084633,31.901959054245502
HW2,HOH,1462,-12.153125870858652,31.792784626819195,32.430656384640045
MW,HOH,1462,-11.448313417057467,31.988341551668736,31.95320496791952
OW,HOH,1463,-11.97821,31.27679,34.5212
HW1,HOH,1463,-11.267363871387065,31.576009025984526,33.954287889329514
HW2,HOH,1463,-12.15311597700521,32.01952488931543,35.099112532743014
MW,HOH,1463,-11.909603194476283,31.410172672332383,34.52260818674537
OW,HOH,1464,-12.035610000000002,34.50344,31.259619999999998
HW1,HOH,1464,-11.543004268246943,35.276565035031005,31.535032658663933
HW2,HOH,1464,-12.68421336238746,34.839849751619006,30.641251364059173
MW,HOH,1464,-12.05557957883262,34.6454738392284,31.215717497144695
OW,HOH,1465,-14.569870000000002,20.03013,23.224870000000003
HW1,HOH,1465,-13.979518220287398,20.358878561639866,23.902844172745457
HW2,HOH,1465,-15.399169912657838,20.47840939317647,23.390796964412168
MW,HOH,1465,-14.600458243926214,20.129598953058764,23.332899527223393
OW,HOH,1466,-17.2112,20.633210000000002,22.62179
HW1,HOH,1466,-17.154728195029513,20.611675412990582,23.57708500459581
HW2,HOH,1466,-16.539417275616845,20.01799853778287,22.327742732920374
MW,HOH,1466,-17.117974633851837,20.55169882335792,22.706437688356026
OW,HOH,1467,-13.90939,17.406560000000002,22.60462
HW1,HOH,1467,-14.57518597320222,17.96725817499686,23.002818585661608
HW2,HOH,1467,-13.100725134461019,17.62974652089411,23.06556816783886
MW,HOH,1467,-13.891101058067711,17.5069066986429,22.714601150053642
OW,HOH,1468,-14.569870000000002,31.87987,28.68513
HW1,HOH,1468,-14.166722913169387,31.364575420077628,27.986441108230125
HW2,HOH,1468,-14.321595983505802,31.427098542222787,29.491098267214124
MW,HOH,1468,-14.486480239378812,31.75594586745771,28.69886305438253
OW,HOH,1469,-17.2112,31.27679,29.28821
HW1,HOH,1469,-16.659309678901316,30.584139117626897,28.925045482149812
HW2,HOH,1469,-17.903389033099053,31.397712780256754,28.638220381027224
MW,HOH,1469,-17.22915992784001,31.20360190502955,29.158514046782003
OW,HOH,1470,-13.90939,34.50344,29.30537
HW1,HOH,1470,-14.189054598858274,34.85365431000934,30.151165890159152
HW2,HOH,1470,-13.966407138230466,33.55349353115066,29.408259824903542
MW,HOH,1470,-13.952489324412515,34.42666704789998,29.426813217421174
OW,HOH,1471,-2.720130000000001,20.03013,28.68513
HW1,HOH,1471,-2.048498787281654,20.360352226044164,28.08838498323914
HW2,HOH,1471,-2.497253981032379,20.41385083215074,29.533261700411373
MW,HOH,1471,-2.605622282114447,20.121523325171946,28.717310528487605
OW,HOH,1472,-0.07880000000000109,20.633210000000002,29.28821
HW1,HOH,1472,-0.6778686644332722,21.287745822053527,28.92913654645204
HW2,HOH,1472,-0.48398079836912666,20.363566440040167,30.112443413606332
MW,HOH,1472,-0.20735604750847658,20.682480853273134,29.34775608704239
OW,HOH,1473,-3.380610000000001,17.406560000000002,29.30537
HW1,HOH,1473,-3.823605279986401,17.95754651342062,28.660074210041344
HW2,HOH,1473,-3.6590591210978527,16.51593883174022,29.092056623936962
MW,HOH,1473,-3.4729635875654825,17.363082666488477,29.195457667629636
OW,HOH,1474,-2.720130000000001,31.87987,23.224870000000003
HW1,HOH,1474,-3.015268177857994,31.560805135344282,22.372036317320376
HW2,HOH,1474,-3.3247150314953626,32.59086792527828,23.437450481093
MW,HOH,1474,-2.8353054259577526,31.930042160432063,23.142909865542038
OW,HOH,1475,-0.07880000000000109,31.27679,22.62179
HW1,HOH,1475,0.7560916511948759,30.811185316321506,22.57281635911283
HW2,HOH,1475,-0.6808555923362671,30.745389866468898,22.100855353216208
MW,HOH,1475,-0.04899417529904693,31.149161354534048,22.548834863234628
OW,HOH,1476,-3.380610000000001,34.50344,22.60462
HW1,HOH,1476,-2.744132090577428,34.79390308823608,23.257888092584835
HW2,HOH,1476,-3.7224544476554726,35.313358052888475,22.225922471869083
MW,HOH,1476,-3.3428933621410946,34.6443020621624,22.639768344943963
OW,HOH,1477,-11.37513,20.03013,20.03013
HW1,HOH,1477,-11.921259847827056,19.616815386680436,20.69881942045534
HW2,HOH,1477,-11.74125253842809,19.726061668730605,19.199631482196377
MW,HOH,1477,-11.4919093117657,19.938296327867384,20.00941648331266
OW,HOH,1478,-11.97821,20.633210000000002,17.3888
HW1,HOH,1478,-11.506495699534005,21.407607039137275,17.08216950851016
HW2,HOH,1478,-12.63808282723464,20.976971873017145,17.990980615959288
MW,HOH,1478,-12.002296561559012,20.776347831343045,17.42663398174434
OW,HOH,1479,-12.035610000000002,17.406560000000002,20.650370000000002
HW1,HOH,1479,-11.898937831601682,16.48291665536301,20.861178983663155
HW2,HOH,1479,-11.284547190190718,17.85507886329044,21.03891468571072
MW,HOH,1479,-11.921969212266914,17.345738334010775,20.72709450088188
OW,HOH,1480,-14.569870000000002,23.224870000000003,20.03013
HW1,HOH,1480,-14.198164935826437,22.4869577777275,19.54685767481617
HW2,HOH,1480,-13.967854203014484,23.36016797281769,20.761917913422543
MW,HOH,1480,-14.445221981829448,23.147728105528866,20.061942993635128
OW,HOH,1481,-13.966790000000001,22.62179,17.3888
HW1,HOH,1481,-14.271161099334055,22.993543896100466,18.21668390232224
HW2,HOH,1481,-14.30266095658829,23.218461750299248,16.71991274394312
MW,HOH,1481,-14.048748707678467,22.74576016679459,17.409153489016504
OW,HOH,1482,-17.2112,22.62179,20.633210000000002
HW1,HOH,1482,-16.45572986022668,22.990097741846398,20.175111621802827
HW2,HOH,1482,-17.261881283548146,23.118096811202427,21.45012193451436
MW,HOH,1482,-17.12097852312563,22.732471094364833,20.679142464294156
OW,HOH,1483,-2.720130000000001,28.68513,20.03013
HW1,HOH,1483,-1.877104819278511,28.865794723314014,20.445950910151677
HW2,HOH,1483,-2.93688350820295,29.493652638666894,19.565859296266886
MW,HOH,1483,-2.6399596699498966,28.811757916879078,20.02392784187482
OW,HOH,1484,-3.3232100000000013,29.28821,17.3888
HW1,HOH,1484,-3.6464554661373603,29.532170356849715,16.521494703113486
HW2,HOH,1484,-2.757310005153341,30.015622778895683,17.647361823616343
MW,HOH,1484,-3.2921472926983215,29.412557480992295,17.310873490931414
OW,HOH,1485,-0.07880000000000109,29.28821,20.633210000000002
HW1,HOH,1485,0.5905956884045037,28.605650003694326,20.680623985159027
HW2,HOH,1485,0.02467597776614755,29.78272006631024,21.446220214907036
MW,HOH,1485,0.02013689796649791,29.26413734013818,20.74335467862643
OW,HOH,1486,-5.9148700000000005,31.87987,20.03013
HW1,HOH,1486,-5.729657728139697,32.57638944325759,20.660044175595754
HW2,HOH,1486,-5.460931867762516,31.113114495976273,20.379798735448375
MW,HOH,1486,-5.833051036925857,31.87087893682386,20.155528431281475
OW,HOH,1487,-5.31179,31.27679,17.3888
HW1,HOH,1487,-5.438986572740264,32.134854722631495,16.984112674576455
HW2,HOH,1487,-5.44282420921871,30.652906188513892,16.67477868408569
MW,HOH,1487,-5.344846655645134,31.306767982019302,17.245591796688995
OW,HOH,1488,-5.254390000000001,34.50344,20.650370000000002
HW1,HOH,1488,-5.079462671182699,34.93223688349278,21.4880866741445
HW2,HOH,1488,-4.83370892023665,33.64703003789003,20.726674944321683
MW,HOH,1488,-5.1781449376862305,34.44870036678521,20.7673757948345
OW,HOH,1489,-17.3,17.3,17.3
HW1,HOH,1489,-17.01950780784518,16.614024261432448,16.69421084044291
HW2,HOH,1489,-16.696153694432986,17.228910955340844,18.039280106984165
MW,HOH,1489,-17.186794002747632,17.203086573760373,17.31708845183895
OW,HOH,1490,-12.97252,21.61665,21.61671
HW1,HOH,1490,-13.521927487229926,22.159166262225995,21.050970084671384
HW2,HOH,1490,-13.532829268049532,21.404164190532097,22.36311916092487
MW,HOH,1490,-13.114577133408421,21.658897879770446,21.63983784321077
OW,HOH,1491,-8.645000000000001,25.955,17.3
HW1,HOH,1491,-9.193263087211191,25.68512683225745,18.036746326854953
HW2,HOH,1491,-9.040111146010974,26.77103905605801,16.993101758092614
MW,HOH,1491,-8.765763283662563,26.02491582319582,17.355025740990435
OW,HOH,1492,-17.3,25.955,25.955
HW1,HOH,1492,-17.57963805518697,26.767921101429202,25.534071347444268
HW2,HOH,1492,-17.67541330544524,25.262022089561075,25.41180063021171
MW,HOH,1492,-17.38385447735559,25.970354175561354,25.83157998093537
OW,HOH,1493,-8.645000000000001,17.3,25.955
HW1,HOH,1493,-8.064821743885695,17.91707883352421,25.509100915061985
HW2,HOH,1493,-8.064821743885695,16.792041294721187,26.522089264987116
MW,HOH,1493,-8.49646036673342,17.313968692949757,25.970513805205805
OW,HOH,1494,-4.3174800000000015,30.29335,21.61671
HW1,HOH,1494,-3.9833652485133597,29.506932935872218,22.0481525925748
HW2,HOH,1494,-4.820794246000868,30.743735864211068,22.294990334663648
MW,HOH,1494,-4.339139576689726,30.250333952194232,21.75876792349364
OW,HOH,1495,-12.97252,30.29335,30.29329
HW1,HOH,1495,-12.305141129754979,30.055761905851032,30.937013465836955
HW2,HOH,1495,-12.477363505164675,30.639597816853996,29.55088318298776
MW,HOH,1495,-12.823701447280538,30.3072597554858,30.28065734043493
OW,HOH,1496,-4.3174800000000015,21.61665,30.293300000000002
HW1,HOH,1496,-4.772330212993907,22.338743711790972,30.726803363344892
HW2,HOH,1496,-4.49526916415658,20.855134733623647,30.84531523455812
MW,HOH,1496,-4.398465473069349,21.611603565392013,30.419458270813468
OW,HOH,1497,5.92487,23.224870000000003,23.224870000000003
HW1,HOH,1497,6.866824966987403,23.38397991683389,23.164625568449257
HW2,HOH,1497,5.853331978100445,22.322701973036494,23.536663171906426
MW,HOH,1497,6.0362938705516855,23.129749596907313,23.25707127370108
OW,HOH,1498,5.32179,22.62179,25.8662
HW1,HOH,1498,5.433041036218311,23.553646054017936,26.05460094301907
HW2,HOH,1498,4.394592261974192,22.452270773208877,26.032913688843973
MW,HOH,1498,5.217338977771682,22.71937831147885,25.9116589573365
OW,HOH,1499,7.66071,21.5387,26.94929
HW1,HOH,1499,6.775182694281474,21.837411629921483,27.15626492765197
HW2,HOH,1499,8.188336914601477,22.33733125250365,26.944252608554546
MW,HOH,1499,7.614894431868797,21.679173128392293,26.97514044101081
OW,HOH,1500,9.64929,21.5387,24.96071
HW1,HOH,1500,10.41846722839952,20.973606753683356,24.88814307448321
HW2,HOH,1500,9.033132391691996,21.0378809748087,25.49527553754483
MW,HOH,1500,9.668878357553432,21.402250369015427,25.019851396352845
OW,HOH,1501,8.5662,22.62179,22.62179
HW1,HOH,1501,8.567008981770472,21.741160713969165,22.246664496690354
HW2,HOH,1501,9.41018905365533,22.69350904434349,23.067625245453343
MW,HOH,1501,8.674344341022799,22.518239729561955,22.630841700107432
OW,HOH,1502,4.2387,24.96071,26.94929
HW1,HOH,1502,4.528419625806916,25.3108251210358,26.106848424492014
HW2,HOH,1502,3.9728949374254037,25.731427446311116,27.450857244206983
MW,HOH,1502,4.241761352622941,25.104190091465327,26.905653972944666
OW,HOH,1503,4.20371,26.938090000000003,24.94989
HW1,HOH,1503,3.2659872681336375,26.906483919404412,24.7603919759721
